version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 52.46.143.246 48790 443 6 19 4996 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 98.87.175.149 34242 443 6 16 4893 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 91.189.91.157 57517 123 17 1 76 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 209.54.177.247 172.31.17.14 443 51542 6 25 7514 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 209.54.177.247 172.31.17.14 443 47802 6 24 7468 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 52.46.150.99 44296 443 6 16 4864 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 185.125.190.57 34971 123 17 1 76 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 209.54.177.247 51252 443 6 20 5012 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 13.217.79.129 44382 443 6 3 180 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 185.125.190.56 172.31.17.14 123 34823 17 1 76 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 209.54.177.247 51542 443 6 17 4916 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 98.87.175.149 38562 443 6 5 248 1764302590 1764302658 ACCEPT OK
2 381492071743 eni-0ef83208bb21095f9 172.31.17.14 34.120.162.240 41168 443 6 14 1526 1764302590 1764302658 ACCEPT OK
